"","x","y","sst"
"1",-76.9749984741211,35.0250015258789,25.8921320778983
"2",-76.9250030517578,35.0250015258789,25.9317831311907
"3",-76.875,35.0250015258789,NA
"4",-76.8249969482422,35.0250015258789,NA
"5",-76.7750015258789,35.0250015258789,NA
"6",-76.7249984741211,35.0250015258789,NA
"7",-76.6750030517578,35.0250015258789,27.0639198848179
"8",-76.625,35.0250015258789,27.3621332986014
"9",-76.5749969482422,35.0250015258789,27.692847933088
"10",-76.5250015258789,35.0250015258789,28.0207004547119
"11",-76.4749984741211,35.0250015258789,28.3403524671282
"12",-76.4250030517578,35.0250015258789,28.5974870409284
"13",-76.375,35.0250015258789,28.8199928828648
"14",-76.3249969482422,35.0250015258789,28.9057080405099
"15",-76.2750015258789,35.0250015258789,28.8946366991316
"16",-76.2249984741211,35.0250015258789,28.7514198848179
"17",-76.1750030517578,35.0250015258789,28.43284034729
"18",-76.125,35.0250015258789,28.049286706107
"19",-76.0749969482422,35.0250015258789,27.6214346204485
"20",-76.0250015258789,35.0250015258789,27.2739200592041
"21",-75.9749984741211,35.0250015258789,27.03535761152
"22",-75.9250030517578,35.0250015258789,26.9314234597342
"23",-75.875,35.0250015258789,26.8817866189139
"24",-75.8249969482422,35.0250015258789,26.9264207567487
"25",-75.7750015258789,35.0250015258789,26.9842799050467
"26",-75.7249984741211,35.0250015258789,27.0599940163749
"27",-75.6750030517578,35.0250015258789,27.1535630907331
"28",-75.625,35.0250015258789,27.2546351296561
"29",-75.5749969482422,35.0250015258789,27.3560668400356
"30",-75.5250015258789,35.0250015258789,27.4600009918213
"31",-75.4749984741211,35.0250015258789,27.5717781611851
"32",-75.4250030517578,35.0250015258789,27.7032086508615
"33",-75.375,35.0250015258789,27.8449933188302
"34",-75.3249969482422,35.0250015258789,28.001426424299
"35",-75.2750015258789,35.0250015258789,28.1464176177979
"36",-75.2249984741211,35.0250015258789,28.2735603877476
"37",-75.1750030517578,35.0250015258789,28.3514172690255
"38",-75.125,35.0250015258789,28.4092851366316
"39",-75.0749969482422,35.0250015258789,28.4278507232666
"40",-75.0250015258789,35.0250015258789,28.443565096174
"41",-74.9749984741211,35.0250015258789,28.4567726680211
"42",-74.9250030517578,35.0250015258789,28.4660674503871
"43",-74.875,35.0250015258789,28.4724914005824
"44",-74.8249969482422,35.0250015258789,28.4424926212856
"45",-74.7750015258789,35.0250015258789,28.4149919237409
"46",-74.7249984741211,35.0250015258789,28.3839206695557
"47",-74.6750030517578,35.0250015258789,28.4021309443883
"48",-74.625,35.0250015258789,28.4321362631662
"49",-74.5749969482422,35.0250015258789,28.4928509848458
"50",-74.5250015258789,35.0250015258789,28.5242775508336
"51",-74.4749984741211,35.0250015258789,28.5185685838972
"52",-74.4250030517578,35.0250015258789,28.4924913133894
"53",-74.375,35.0250015258789,28.4628456660679
"54",-74.3249969482422,35.0250015258789,28.4439204079764
"55",-74.2750015258789,35.0250015258789,28.4203477587019
"56",-74.2249984741211,35.0250015258789,28.3839163099016
"57",-74.1750030517578,35.0250015258789,28.337139402117
"58",-74.125,35.0250015258789,28.2874938419887
"59",-74.0749969482422,35.0250015258789,28.2628508976528
"60",-74.0250015258789,35.0250015258789,28.2299921853202
"61",-73.9749984741211,35.0250015258789,28.1878452301025
"62",-73.9250030517578,35.0250015258789,28.1382083892822
"63",-73.875,35.0250015258789,28.0810620444162
"64",-73.8249969482422,35.0250015258789,28.0210644858224
"65",-73.7750015258789,35.0250015258789,27.9682102203369
"66",-73.7249984741211,35.0250015258789,27.9264185769217
"67",-73.6750030517578,35.0250015258789,27.8953538622175
"68",-73.625,35.0250015258789,27.8635654449463
"69",-73.5749969482422,35.0250015258789,27.8049956730434
"70",-73.5250015258789,35.0250015258789,27.7374929700579
"71",-73.4749984741211,35.0250015258789,27.6585657937186
"72",-73.4250030517578,35.0250015258789,27.5814282553537
"73",-73.375,35.0250015258789,27.5117762429374
"74",-73.3249969482422,35.0250015258789,27.4999942779541
"75",-73.2750015258789,35.0250015258789,27.5235669272287
"76",-73.2249984741211,35.0250015258789,27.5935698917934
"77",-73.1750030517578,35.0250015258789,27.6632131849016
"78",-73.125,35.0250015258789,27.7249894823347
"79",-73.0749969482422,35.0250015258789,27.707489831107
"80",-73.0250015258789,35.0250015258789,27.6514225006104
"81",-76.9749984741211,35.0750007629395,NA
"82",-76.9250030517578,35.0750007629395,NA
"83",-76.875,35.0750007629395,NA
"84",-76.8249969482422,35.0750007629395,NA
"85",-76.7750015258789,35.0750007629395,NA
"86",-76.7249984741211,35.0750007629395,NA
"87",-76.6750030517578,35.0750007629395,NA
"88",-76.625,35.0750007629395,27.6528524671282
"89",-76.5749969482422,35.0750007629395,28.0139233725412
"90",-76.5250015258789,35.0750007629395,28.3746346064976
"91",-76.4749984741211,35.0750007629395,28.7371376582554
"92",-76.4250030517578,35.0750007629395,29.029995237078
"93",-76.375,35.0750007629395,29.2849935804095
"94",-76.3249969482422,35.0750007629395,29.4182071685791
"95",-76.2750015258789,35.0750007629395,29.4764216286795
"96",-76.2249984741211,35.0750007629395,29.4314278193883
"97",-76.1750030517578,35.0750007629395,29.1960609980992
"98",-76.125,35.0750007629395,28.885712487357
"99",-76.0749969482422,35.0750007629395,28.4192731039865
"100",-76.0250015258789,35.0750007629395,27.976781300136
"101",-75.9749984741211,35.0750007629395,27.5592790331159
"102",-75.9250030517578,35.0750007629395,27.2749903542655
"103",-75.875,35.0750007629395,27.0435624803816
"104",-75.8249969482422,35.0750007629395,26.9160687582833
"105",-75.7750015258789,35.0750007629395,26.8417824336461
