"","x","y","sst"
"632",-79.625,38.375,NA
"633",-79.375,38.375,NA
"634",-79.125,38.375,NA
"635",-78.875,38.375,NA
"636",-78.625,38.375,NA
"637",-78.375,38.375,NA
"638",-78.125,38.375,NA
"639",-77.875,38.375,NA
"640",-77.625,38.375,NA
"641",-77.375,38.375,NA
"642",-77.125,38.375,NA
"643",-76.875,38.375,NA
"644",-76.625,38.375,NA
"645",-76.375,38.375,25.9042850221429
"646",-76.125,38.375,NA
"647",-75.875,38.375,NA
"648",-75.625,38.375,NA
"649",-75.375,38.375,NA
"650",-75.125,38.375,NA
"651",-74.875,38.375,21.6492853164286
"652",-74.625,38.375,21.7799994607143
"653",-74.375,38.375,21.9607139314286
"654",-74.125,38.375,22.0907136371429
"655",-73.875,38.375,22.1442853378571
"656",-73.625,38.375,22.2057138164286
"657",-73.375,38.375,22.2899994171429
"658",-73.125,38.375,22.6085710514286
"659",-72.875,38.375,23.1857137692857
"660",-72.625,38.375,23.7899991442857
"661",-72.375,38.375,24.23142801
"662",-72.125,38.375,24.3857137142857
"663",-71.875,38.375,24.3007139485714
"664",-71.625,38.375,24.1007138657143
"665",-71.375,38.375,23.9485710685714
"666",-71.125,38.375,23.8885709214286
"667",-70.875,38.375,23.9092850021429
"668",-70.625,38.375,23.9778566364286
"669",-70.375,38.375,24.17571354
"670",-70.125,38.375,24.5128567571429
"671",-69.875,38.375,24.8757136221429
"672",-69.625,38.375,25.2078561771429
"673",-69.375,38.375,25.42928505
"674",-69.125,38.375,25.5742850964286
"675",-68.875,38.375,25.5821424214286
"676",-79.875,38.125,NA
"677",-79.625,38.125,NA
"678",-79.375,38.125,NA
"679",-79.125,38.125,NA
"680",-78.875,38.125,NA
"681",-78.625,38.125,NA
"682",-78.375,38.125,NA
"683",-78.125,38.125,NA
"684",-77.875,38.125,NA
"685",-77.625,38.125,NA
"686",-77.375,38.125,NA
"687",-77.125,38.125,NA
"688",-76.875,38.125,NA
"689",-76.625,38.125,NA
"690",-76.375,38.125,NA
"691",-76.125,38.125,25.1728566035714
"692",-75.875,38.125,NA
"693",-75.625,38.125,NA
"694",-75.375,38.125,NA
"695",-75.125,38.125,22.0492853428571
"696",-74.875,38.125,21.9078568042857
"697",-74.625,38.125,21.992142405
"698",-74.375,38.125,22.1821423928571
"699",-74.125,38.125,22.4028565542857
"700",-73.875,38.125,22.6107139592857
"701",-73.625,38.125,22.7821422314286
"702",-73.375,38.125,22.9299993521429
"703",-73.125,38.125,23.2207138885714
"704",-72.875,38.125,23.7399992264286
"705",-72.625,38.125,24.304285185
"706",-72.375,38.125,24.7642854957143
"707",-72.125,38.125,24.9207138342857
"708",-71.875,38.125,24.8964276992857
"709",-71.625,38.125,24.7628563471429
"710",-71.375,38.125,24.5964280557143
"711",-71.125,38.125,24.4642851707143
"712",-70.875,38.125,24.402856555
"713",-70.625,38.125,24.4064279271429
"714",-70.375,38.125,24.5992853992857
"715",-70.125,38.125,24.9549992428571
"716",-69.875,38.125,25.3792851321429
"717",-69.625,38.125,25.8114277964286
"718",-69.375,38.125,26.1021421985714
"719",-69.125,38.125,26.1642849785714
"720",-68.875,38.125,26.0414280207143
"721",-79.875,37.875,NA
"722",-79.625,37.875,NA
"723",-79.375,37.875,NA
"724",-79.125,37.875,NA
"725",-78.875,37.875,NA
"726",-78.625,37.875,NA
"727",-78.375,37.875,NA
"728",-78.125,37.875,NA
"729",-77.875,37.875,NA
"730",-77.625,37.875,NA
"731",-77.375,37.875,NA
"732",-77.125,37.875,NA
"733",-76.875,37.875,NA
"734",-76.625,37.875,NA
"735",-76.375,37.875,NA
"736",-76.125,37.875,24.94571386
"737",-75.875,37.875,24.8292852121429
"738",-75.625,37.875,NA
"739",-75.375,37.875,22.4499992628571
"740",-75.125,37.875,22.2878567842857
"741",-74.875,37.875,22.1857136328571
"742",-74.625,37.875,22.2428567078571
"743",-74.375,37.875,22.4278567171429
"744",-74.125,37.875,22.7464279457143
"745",-73.875,37.875,23.1057135728571
"746",-73.625,37.875,23.3892850878571
"747",-73.375,37.875,23.6057135728571
"748",-73.125,37.875,23.9107137407143
"749",-72.875,37.875,24.416427885
"750",-72.625,37.875,24.9778564992857
"751",-72.375,37.875,25.417856625
"752",-72.125,37.875,25.5792853492857
"753",-71.875,37.875,25.5628565371429
"754",-71.625,37.875,25.5199995042857
"755",-71.375,37.875,25.4785708021429
"756",-71.125,37.875,25.429999215
"757",-70.875,37.875,25.3921420242857
"758",-70.625,37.875,25.3442852835714
"759",-70.375,37.875,25.4335708614286
"760",-70.125,37.875,25.68857043
"761",-69.875,37.875,26.0899994692857
"762",-69.625,37.875,26.5442850935714
"763",-69.375,37.875,26.8199992857143
"764",-69.125,37.875,26.8478562485714
"765",-68.875,37.875,26.6228565492857
"766",-79.875,37.625,NA
"767",-79.625,37.625,NA
"768",-79.375,37.625,NA
"769",-79.125,37.625,NA
"770",-78.875,37.625,NA
"771",-78.625,37.625,NA
"772",-78.375,37.625,NA
"773",-78.125,37.625,NA
"774",-77.875,37.625,NA
"775",-77.625,37.625,NA
"776",-77.375,37.625,NA
"777",-77.125,37.625,NA
"778",-76.875,37.625,NA
"779",-76.625,37.625,NA
"780",-76.375,37.625,NA
"781",-76.125,37.625,24.7957136978571
"782",-75.875,37.625,24.7307135707143
"783",-75.625,37.625,NA
"784",-75.375,37.625,22.792142185
"785",-75.125,37.625,22.62428488
"786",-74.875,37.625,22.5864280964286
"787",-74.625,37.625,22.69428512
"788",-74.375,37.625,22.9535707742857
"789",-74.125,37.625,23.3485708228571
"790",-73.875,37.625,23.7142850335714
"791",-73.625,37.625,23.991427965
"792",-73.375,37.625,24.2921424592857
"793",-73.125,37.625,24.8021422778571
"794",-72.875,37.625,25.4349996035714
"795",-72.625,37.625,26.0285707207143
"796",-72.375,37.625,26.4007136492857
"797",-72.125,37.625,26.549284935
"798",-71.875,37.625,26.5592850278571
"799",-71.625,37.625,26.5014280585714
"800",-71.375,37.625,26.5614279328571
"801",-71.125,37.625,26.59714222
"802",-70.875,37.625,26.5657136107143
"803",-70.625,37.625,26.4385709764286
"804",-70.375,37.625,26.3471420814286
"805",-70.125,37.625,26.3949995057143
"806",-69.875,37.625,26.5814281192857
"807",-69.625,37.625,26.8578567492857
"808",-69.375,37.625,27.1028567728571
"809",-69.125,37.625,27.1278566635714
